-, garden
"ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23"
"ID23", "ID19", "ID19", "ID19", "ID19", "ID19", "ID19", "ID19", "ID19", "ID23"
"ID23", "ID19", "ID19", "ID19", "ID19", "ID19", "ID19", "ID19", "ID19", "ID23"
"ID23", "ID19", "ID19", "ID19", "ID19", "ID19", "ID19", "ID19", "ID19", "ID23"
"ID23", "ID19", "ID19", "ID19", "ID17", "ID17", "ID17", "ID17", "ID17", "ID14"
"ID23", "ID19", "ID19", "ID19", "ID17", "ID17", "ID17", "ID17", "ID17", "ID14"
"ID23", "ID19", "ID19", "ID19", "ID17", "ID17", "ID19", "ID19", "ID19", "ID23"
"ID23", "ID19", "ID19", "ID19", "ID17", "ID17", "ID19", "ID19", "ID19", "ID23"
"ID23", "ID19", "ID19", "ID19", "ID17", "ID17", "ID19", "ID19", "ID19", "ID23"
"ID23", "ID23", "ID23", "ID23", "ID17", "ID17", "ID23", "ID23", "ID23", "ID23"

-, relaxing room
"ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID23", "ID23", "ID23", "ID14", "ID23", "ID23", "ID23", "ID23", "ID23"

-, teacher room
"ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23"
"ID23", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID23"
"ID23", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID23"
"ID23", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID23"
"ID23", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15"
"ID23", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID23"
"ID23", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID23"
"ID23", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID23"
"ID23", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID15", "ID23"
"ID23", "ID23", "ID23", "ID23", "ID15", "ID23", "ID23", "ID23", "ID23", "ID23"

-, pub
"ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID23", "ID23", "ID23", "ID23", "ID14", "ID23", "ID23", "ID23", "ID23"

-, outside
"ID23", "ID23", "ID23", "ID23", "ID17", "ID17", "ID23", "ID23", "ID23", "ID23"
"ID23", "ID19", "ID19", "ID19", "ID17", "ID17", "ID19", "ID19", "ID19", "ID23"
"ID23", "ID19", "ID19", "ID19", "ID17", "ID17", "ID19", "ID19", "ID19", "ID23"
"ID23", "ID19", "ID19", "ID19", "ID17", "ID17", "ID19", "ID19", "ID19", "ID23"
"ID23", "ID17", "ID17", "ID17", "ID17", "ID17", "ID17", "ID17", "ID17", "ID23"
"ID23", "ID17", "ID17", "ID17", "ID17", "ID17", "ID17", "ID17", "ID17", "ID23"
"ID23", "ID19", "ID19", "ID19", "ID17", "ID17", "ID19", "ID19", "ID19", "ID23"
"ID23", "ID19", "ID19", "ID19", "ID17", "ID17", "ID19", "ID19", "ID19", "ID23"
"ID23", "ID19", "ID19", "ID19", "ID17", "ID17", "ID19", "ID19", "ID19", "ID23"
"ID23", "ID23", "ID23", "ID23", "ID14", "ID14", "ID23", "ID23", "ID23", "ID23"

-, hallway 1
"ID01", "ID01", "ID01", "ID23", "ID14", "ID23", "ID23", "ID01", "ID01", "ID01"
"ID01", "ID01", "ID01", "ID23", "ID14", "ID14", "ID23", "ID01", "ID01", "ID01"
"ID01", "ID01", "ID01", "ID23", "ID14", "ID14", "ID23", "ID01", "ID01", "ID01"
"ID23", "ID23", "ID23", "ID23", "ID14", "ID14", "ID23", "ID23", "ID23", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14"
"ID23", "ID23", "ID23", "ID23", "ID14", "ID14", "ID23", "ID23", "ID23", "ID23"
"ID01", "ID01", "ID01", "ID23", "ID14", "ID14", "ID23", "ID01", "ID01", "ID01"
"ID01", "ID01", "ID01", "ID23", "ID14", "ID14", "ID23", "ID01", "ID01", "ID01"
"ID01", "ID01", "ID01", "ID23", "ID23", "ID23", "ID23", "ID01", "ID01", "ID01"

-, "dininghall"
"ID23", "ID23", "ID23", "ID23", "ID14", "ID23", "ID23", "ID23", "ID23", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID23", "ID14", "ID23", "ID23"

-, "hallway 2"
"ID01", "ID01", "ID01", "ID23", "ID23", "ID14", "ID23", "ID01", "ID01", "ID01"
"ID01", "ID01", "ID01", "ID23", "ID14", "ID14", "ID23", "ID01", "ID01", "ID01"
"ID01", "ID01", "ID01", "ID23", "ID14", "ID14", "ID23", "ID01", "ID01", "ID01"
"ID23", "ID23", "ID23", "ID23", "ID14", "ID14", "ID23", "ID23", "ID23", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID14", "ID23"
"ID23", "ID23", "ID23", "ID23", "ID14", "ID14", "ID23", "ID23", "ID23", "ID23"
"ID01", "ID01", "ID01", "ID23", "ID14", "ID14", "ID23", "ID01", "ID01", "ID01"
"ID01", "ID01", "ID01", "ID23", "ID14", "ID14", "ID23", "ID01", "ID01", "ID01"
